station,time,latitude,longitude,year,quarter,biomass,biomass_se,area,area_se,passes,passes5,passes7,passes8,passes6
252335,2019-02-15,33.9624569661886,-119.71283424743,2019,1,153.0,153.0,17.0,17.0,6,0,4,2,-32767
252337,2019-02-15,33.9629974962981,-119.712851419347,2019,1,163.0,163.0,18.0,18.0,6,0,4,2,-32767
252339,2019-02-15,33.9635380263525,-119.712868591721,2019,1,290.0,290.0,38.0,38.0,6,0,4,2,-32767
252343,2019-02-15,33.9635451803619,-119.712544236689,2019,1,394.0,250.0,47.0,30.0,6,0,4,2,-32767
252344,2019-02-15,33.9638154454408,-119.712552822024,2019,1,300.0,300.0,39.0,39.0,6,0,4,2,-32767
252349,2019-02-15,33.9638225986691,-119.712228465853,2019,1,658.0,430.0,87.0,57.0,6,0,4,2,-32767
252352,2019-02-15,33.9641000162539,-119.711912692971,2019,1,202.0,202.0,24.0,24.0,6,0,4,2,-32767
252353,2019-02-15,33.96437028145,-119.711921276488,2019,1,192.0,192.0,23.0,23.0,6,0,4,2,-32767
252355,2019-02-15,33.9649108118008,-119.711938443865,2019,1,266.0,266.0,32.0,32.0,5,0,3,2,-32767
252364,2019-02-15,33.965202530045,-119.71097394283,2019,1,317.0,317.0,38.0,38.0,4,0,2,2,-32767
252368,2019-02-15,33.9654799447983,-119.710658160849,2019,1,1898.0,1102.0,270.0,157.0,4,0,2,2,-32767
252380,2019-02-15,33.9657645065895,-119.710018012685,2019,1,655.0,655.0,90.0,90.0,4,0,2,2,-32767
252388,2019-02-15,33.9660419191163,-119.709702225472,2019,1,759.0,759.0,108.0,108.0,5,0,3,2,-32767
252400,2019-02-15,33.9663336207561,-119.708737703044,2019,1,1972.0,1143.0,281.0,163.0,4,0,2,2,-32767
252418,2019-02-15,33.9668955811464,-119.707781744798,2019,1,949.0,949.0,135.0,135.0,4,0,2,2,-32767
252423,2019-02-15,33.9669027223678,-119.707457375652,2019,1,626.0,626.0,86.0,86.0,4,0,2,2,-32767
252432,2019-02-15,33.9674503950079,-119.707150145118,2019,1,920.0,920.0,131.0,131.0,4,0,2,2,-32767
252504,2019-02-15,33.9672728769247,-119.702924751623,2019,1,183.0,183.0,20.0,20.0,5,0,3,2,-32767
252505,2019-02-15,33.9675431439927,-119.702933307734,2019,1,595.0,595.0,83.0,83.0,5,0,3,2,-32767
252513,2019-02-15,33.9672800054147,-119.702600379742,2019,1,367.0,225.0,40.0,24.0,5,0,3,2,-32767
252525,2019-02-15,33.9667608510088,-119.701610159723,2019,1,229.0,229.0,25.0,25.0,4,0,2,2,-32767
252528,2019-02-15,33.9667679759402,-119.701285789433,2019,1,729.0,729.0,101.0,101.0,4,0,2,2,-32767
252534,2019-02-15,33.9667751000181,-119.70096141903,2019,1,2362.0,2362.0,300.0,300.0,3,0,2,1,-32767
252546,2019-02-15,33.9665119556282,-119.700628499909,2019,1,479.0,479.0,63.0,63.0,4,0,2,2,-32767
252559,2019-02-15,33.9665190779268,-119.700304130301,2019,1,317.0,317.0,38.0,38.0,4,0,2,2,-32767
252560,2019-02-15,33.966789345613,-119.70031267788,2019,1,1272.0,912.0,178.0,131.0,5,0,3,2,-32767
252562,2019-02-15,34.0362476837681,-119.70251318685,2019,1,301.0,301.0,38.0,38.0,5,0,3,2,-32767
252573,2019-02-15,33.9667964671301,-119.699988307134,2019,1,496.0,307.0,59.0,37.0,5,0,3,2,-32767
252574,2019-02-15,33.9670667348746,-119.699996853804,2019,1,719.0,471.0,94.0,63.0,5,0,3,2,-32767
252586,2019-02-15,33.9670738556102,-119.699672481921,2019,1,254.0,254.0,31.0,31.0,5,0,3,2,-32767
252589,2019-02-15,33.9678846589773,-119.699698119542,2019,1,484.0,297.0,58.0,35.0,5,0,3,2,-32767
252591,2019-02-15,33.9684251944864,-119.699715211858,2019,1,301.0,301.0,38.0,38.0,5,0,3,2,-32767
252642,2019-02-15,33.9706229315287,-119.698161658008,2019,1,407.0,407.0,54.0,54.0,5,0,3,2,-32767
252686,2019-02-15,33.970928774087,-119.696548264489,2019,1,313.0,313.0,40.0,40.0,5,0,3,2,-32767
252690,2019-02-15,33.9709358864408,-119.696223877019,2019,1,914.0,381.0,115.0,48.0,5,0,3,2,-32767
252694,2019-02-15,33.9709429979408,-119.695899489436,2019,1,348.0,348.0,45.0,45.0,5,0,3,2,-32767
252704,2019-02-15,33.9709572183797,-119.695250713929,2019,1,266.0,266.0,32.0,32.0,5,0,3,2,-32767
252708,2019-02-15,33.9709643273185,-119.694926326004,2019,1,714.0,295.0,85.0,35.0,5,0,3,2,-32767
252713,2019-02-15,33.9709714354037,-119.694601937966,2019,1,230.0,230.0,27.0,27.0,5,0,3,2,-32767
252720,2019-02-15,33.9712488114689,-119.694286079762,2019,1,582.0,582.0,79.0,79.0,4,0,2,2,-32767
252732,2019-02-15,33.9709998592069,-119.693304384677,2019,1,259.0,259.0,29.0,29.0,4,0,2,2,-32767
252735,2019-02-15,33.9712772321448,-119.692988521922,2019,1,714.0,714.0,99.0,99.0,4,0,2,2,-32767
252737,2019-02-15,33.9712843351795,-119.692664132178,2019,1,552.0,552.0,74.0,74.0,4,0,2,2,-32767
252744,2019-02-15,33.9713127387806,-119.691366572065,2019,1,443.0,443.0,54.0,54.0,3,0,1,2,-32767
252745,2019-02-15,33.9715830082476,-119.69137509291,2019,1,1571.0,816.0,213.0,112.0,3,0,1,2,-32767
252746,2019-02-15,33.9713198375465,-119.691042181753,2019,1,729.0,364.0,84.0,42.0,3,0,1,2,-32767
252747,2019-02-15,33.9715901070854,-119.691050701574,2019,1,1081.0,638.0,138.0,86.0,3,0,1,2,-32767
252749,2019-02-15,33.9715972050694,-119.690726310124,2019,1,305.0,305.0,33.0,33.0,3,0,1,2,-32767
252750,2019-02-15,33.9718674746663,-119.690734829035,2019,1,639.0,639.0,84.0,84.0,3,0,1,2,-32767
252759,2019-02-15,33.9721661282225,-119.689445772933,2019,1,288.0,288.0,34.0,34.0,4,0,2,2,-32767
252760,2019-02-15,33.9724363980791,-119.689454287975,2019,1,273.0,273.0,32.0,32.0,4,0,2,2,-32767
252889,2019-02-15,33.9755298597109,-119.684033037468,2019,1,266.0,266.0,32.0,32.0,5,0,3,2,-32767
252908,2019-02-15,33.9758142903196,-119.683392717733,2019,1,270.0,270.0,35.0,35.0,6,0,4,2,-32767
252953,2019-02-15,33.9776055766097,-119.675657694257,2019,1,708.0,413.0,88.0,51.0,4,0,2,2,-32767
252964,2019-02-15,33.9784516796368,-119.674061005592,2019,1,913.0,913.0,126.0,126.0,3,0,1,2,-32767
252965,2019-02-15,33.9787219526272,-119.674069473961,2019,1,611.0,611.0,83.0,83.0,4,0,2,2,-32767
252980,2019-02-15,33.9804352379683,-119.669902698123,2019,1,442.0,442.0,59.0,59.0,5,0,3,2,-32767
253305,2019-02-15,33.9874967041473,-119.643499964923,2019,1,2381.0,2381.0,180.0,180.0,5,0,3,2,-32767
254389,2019-02-15,33.9865827561713,-119.63567938866,2019,1,416.0,416.0,58.0,58.0,7,0,5,2,-32767
255446,2019-02-15,33.9872136647128,-119.631478032936,2019,1,163.0,163.0,18.0,18.0,6,0,4,2,-32767
257246,2019-02-15,33.2602206586963,-119.603980939584,2019,1,407.0,407.0,54.0,54.0,5,0,3,2,-32767
262128,2019-02-15,33.986866146594,-119.609713728198,2019,1,964.0,964.0,137.0,137.0,4,0,2,2,-32767
263950,2019-02-15,33.9880505020119,-119.604879662184,2019,1,677.0,677.0,95.0,95.0,5,0,3,2,-32767
264692,2019-02-15,34.3318801442917,-119.61383716803,2019,1,395.0,395.0,52.0,52.0,5,0,4,1,-32767
268258,2019-02-15,34.3315479698671,-119.604046639232,2019,1,289.0,289.0,36.0,36.0,5,0,4,1,-32767
269088,2019-02-15,33.2977083685353,-119.570308193797,2019,1,317.0,317.0,38.0,38.0,4,0,2,2,-32767
269316,2019-02-15,33.2958294128342,-119.56960886549,2019,1,364.0,364.0,42.0,42.0,3,0,1,2,-32767
269317,2019-02-15,33.2960997383208,-119.569616796048,2019,1,541.0,541.0,69.0,69.0,3,0,1,2,-32767
269318,2019-02-15,33.2963700637941,-119.569624726712,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
269319,2019-02-15,33.2966403892539,-119.569632657481,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
269428,2019-02-15,33.2958360723201,-119.569286966178,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
269429,2019-02-15,33.2961063978749,-119.569294895745,2019,1,1297.0,654.0,171.0,86.0,3,0,1,2,-32767
269430,2019-02-15,33.2963767234162,-119.569302825418,2019,1,482.0,482.0,60.0,60.0,3,0,1,2,-32767
269452,2019-02-15,33.9891766827039,-119.589978240229,2019,1,212.0,212.0,26.0,26.0,6,0,4,2,-32767
269540,2019-02-15,33.2955724053373,-119.568957138289,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
269557,2019-02-15,33.9864806078057,-119.589571715942,2019,1,92.0,92.0,10.0,10.0,10,0,7,3,-32767
269762,2019-02-15,33.2958560457826,-119.568321267605,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
269763,2019-02-15,33.2961263715415,-119.5683291942,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
269766,2019-02-15,33.2969373487377,-119.568352974618,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
269767,2019-02-15,33.2972076744429,-119.568360901636,2019,1,332.0,332.0,41.0,41.0,4,0,1,3,-32767
269768,2019-02-15,33.2974780001346,-119.568368828759,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
269769,2019-02-15,33.2977483258129,-119.568376755989,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
269877,2019-02-15,33.2972143309388,-119.568038996946,2019,1,303.0,303.0,36.0,36.0,4,0,1,3,-32767
270210,2019-02-15,33.9911165460999,-119.587764235893,2019,1,202.0,202.0,24.0,24.0,6,0,4,2,-32767
270973,2019-02-15,33.2948545582655,-119.564426806032,2019,1,517.0,517.0,59.0,58.0,2,0,1,1,-32767
270974,2019-02-15,33.2951248848943,-119.564434720314,2019,1,576.0,576.0,68.0,68.0,2,0,1,1,-32767
271064,2019-02-15,33.2951315308552,-119.564112822281,2019,1,693.0,693.0,86.0,85.0,2,0,1,1,-32767
271218,2019-02-15,33.2937931859814,-119.563429470408,2019,1,345.0,345.0,39.0,39.0,3,0,1,2,-32767
271219,2019-02-15,33.2940635128678,-119.563437381295,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
271220,2019-02-15,33.2943338397408,-119.563445292288,2019,1,345.0,345.0,39.0,39.0,3,0,1,2,-32767
271221,2019-02-15,33.2946041666004,-119.563453203386,2019,1,384.0,384.0,45.0,45.0,3,0,1,2,-32767
271279,2019-02-15,33.2937998291049,-119.563107577012,2019,1,384.0,384.0,45.0,45.0,3,0,1,2,-32767
271280,2019-02-15,33.2940701560593,-119.563115486909,2019,1,345.0,345.0,39.0,39.0,3,0,1,2,-32767
271281,2019-02-15,33.2943404830002,-119.56312339691,2019,1,364.0,364.0,42.0,42.0,3,0,1,2,-32767
271343,2019-02-15,33.2938064713959,-119.562785683511,2019,1,345.0,345.0,39.0,39.0,3,0,1,2,-32767
271346,2019-02-15,33.2946174524224,-119.562809410544,2019,1,546.0,546.0,63.0,63.0,2,0,1,1,-32767
271347,2019-02-15,33.2948877794043,-119.562817319767,2019,1,693.0,693.0,86.0,85.0,2,0,1,1,-32767
271348,2019-02-15,33.2951581063728,-119.562825229095,2019,1,635.0,635.0,77.0,77.0,2,0,1,1,-32767
271403,2019-02-15,33.2946240940846,-119.562487513965,2019,1,811.0,811.0,104.0,103.0,2,0,1,1,-32767
271404,2019-02-15,33.2948944211344,-119.562495422197,2019,1,870.0,870.0,113.0,113.0,2,0,1,1,-32767
271464,2019-02-15,33.2932790991238,-119.56212608266,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
271465,2019-02-15,33.2935494263088,-119.562133989373,2019,1,384.0,384.0,45.0,45.0,3,0,1,2,-32767
271469,2019-02-15,33.2946307349142,-119.562165617281,2019,1,546.0,546.0,63.0,63.0,2,0,1,1,-32767
271526,2019-02-15,33.2927450842354,-119.561788379696,2019,1,376.0,376.0,47.0,47.0,4,0,1,3,-32767
271527,2019-02-15,33.2930154115151,-119.561796285207,2019,1,658.0,658.0,87.0,87.0,3,0,1,2,-32767
271528,2019-02-15,33.2932857387815,-119.561804190824,2019,1,501.0,501.0,63.0,63.0,3,0,1,2,-32767
271529,2019-02-15,33.2935560660343,-119.561812096546,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
271585,2019-02-15,33.2924813955638,-119.56145858532,2019,1,376.0,376.0,47.0,47.0,4,0,1,3,-32767
271586,2019-02-15,33.2927517229248,-119.561466489735,2019,1,435.0,435.0,56.0,56.0,4,0,1,3,-32767
271587,2019-02-15,33.2930220502724,-119.561474394256,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
271588,2019-02-15,33.2932923776065,-119.561482298882,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
271589,2019-02-15,33.2935627049273,-119.561490203613,2019,1,443.0,443.0,54.0,54.0,3,0,1,2,-32767
271590,2019-02-15,33.2938330322346,-119.56149810845,2019,1,443.0,443.0,54.0,54.0,3,0,1,2,-32767
271591,2019-02-15,33.2941033595284,-119.561506013393,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
271646,2019-02-15,33.2922177059104,-119.561128792926,2019,1,303.0,303.0,36.0,36.0,4,0,1,3,-32767
271647,2019-02-15,33.2924880333527,-119.561136696245,2019,1,376.0,376.0,47.0,47.0,4,0,1,3,-32767
271648,2019-02-15,33.2927583607816,-119.561144599669,2019,1,303.0,303.0,36.0,36.0,4,0,1,3,-32767
271651,2019-02-15,33.2935693429878,-119.561168310575,2019,1,423.0,423.0,51.0,51.0,3,0,1,2,-32767
271652,2019-02-15,33.2938396703629,-119.561176214421,2019,1,501.0,501.0,63.0,63.0,3,0,1,2,-32767
271653,2019-02-15,33.2941099977246,-119.561184118373,2019,1,521.0,521.0,66.0,66.0,3,0,1,2,-32767
271708,2019-02-15,33.292224342799,-119.560806904736,2019,1,347.0,347.0,43.0,43.0,4,0,1,3,-32767
271709,2019-02-15,33.2924946703093,-119.560814807064,2019,1,361.0,361.0,45.0,45.0,4,0,1,3,-32767
271710,2019-02-15,33.292764997806,-119.560822709497,2019,1,361.0,361.0,45.0,45.0,4,0,1,3,-32767
271711,2019-02-15,33.2930353252894,-119.560830612036,2019,1,462.0,462.0,57.0,57.0,3,0,1,2,-32767
271721,2019-02-15,33.9909758613581,-119.58159067671,2019,1,134.0,134.0,16.0,16.0,9,0,6,3,-32767
271779,2019-02-15,33.2927716339979,-119.56050081922,2019,1,289.0,289.0,36.0,36.0,5,0,2,3,-32767
271780,2019-02-15,33.2930419615491,-119.560508720768,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
271790,2019-02-15,33.9909826742051,-119.581266182981,2019,1,269.0,179.0,32.0,21.0,9,0,6,3,-32767
271901,2019-02-15,33.2911629374807,-119.559809643162,2019,1,361.0,361.0,45.0,45.0,4,0,1,3,-32767
272175,2019-02-15,33.2928114336668,-119.55856947534,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
272253,2019-02-15,33.2925477359918,-119.558239689817,2019,1,403.0,403.0,48.0,48.0,3,0,1,2,-32767
272254,2019-02-15,33.2928180640311,-119.558247584325,2019,1,482.0,482.0,60.0,60.0,3,0,1,2,-32767
273019,2019-02-15,33.29476337667,-119.555727661433,2019,1,517.0,517.0,59.0,58.0,2,0,1,1,-32767
273020,2019-02-15,33.295033705144,-119.555735548858,2019,1,517.0,517.0,59.0,58.0,2,0,1,1,-32767
273124,2019-02-15,33.2947700000159,-119.555405762534,2019,1,605.0,605.0,72.0,72.0,2,0,1,1,-32767
273125,2019-02-15,33.2950403285576,-119.555413648968,2019,1,635.0,635.0,77.0,77.0,2,0,1,1,-32767
273226,2019-02-15,33.2950469511386,-119.555091748973,2019,1,693.0,693.0,86.0,85.0,2,0,1,1,-32767
273227,2019-02-15,33.2953172797346,-119.555099634522,2019,1,521.0,521.0,66.0,66.0,3,0,1,2,-32767
273228,2019-02-15,33.2955876083171,-119.555107520176,2019,1,376.0,376.0,47.0,47.0,4,0,2,2,-32767
273329,2019-02-15,33.295053572887,-119.554769848873,2019,1,723.0,723.0,90.0,90.0,2,0,1,1,-32767
273330,2019-02-15,33.2953239015507,-119.55477773343,2019,1,521.0,521.0,66.0,66.0,3,0,1,2,-32767
273548,2019-02-15,33.987604928819,-119.574670240817,2019,1,202.0,202.0,24.0,24.0,6,0,4,2,-32767
273645,2019-02-15,33.9876117228248,-119.57434575813,2019,1,266.0,177.0,32.0,22.0,10,0,7,3,-32767
273741,2019-02-15,33.2958910383179,-119.553505889518,2019,1,345.0,345.0,39.0,39.0,3,0,1,2,-32767
274880,2019-02-15,34.4093644033428,-119.581983986341,2019,1,202.0,202.0,24.0,24.0,6,0,4,2,-32767
275078,2019-02-15,33.9920653732693,-119.568310757518,2019,1,230.0,154.0,27.0,18.0,10,0,7,3,-32767
275079,2019-02-15,33.9923356685722,-119.568318895382,2019,1,173.0,173.0,21.0,21.0,7,0,5,2,-32767
275149,2019-02-15,33.9920721512815,-119.567986256254,2019,1,248.0,165.0,30.0,20.0,10,0,7,3,-32767
276038,2019-02-15,33.9921601876622,-119.563767729964,2019,1,109.0,109.0,13.0,13.0,10,0,7,3,-32767
276112,2019-02-15,33.9924372500393,-119.563451349665,2019,1,115.0,115.0,14.0,14.0,11,0,8,3,-32767
276113,2019-02-15,33.9927075463564,-119.563459472256,2019,1,105.0,105.0,12.0,12.0,11,0,8,3,-32767
276183,2019-02-15,33.992714311685,-119.563134967316,2019,1,204.0,137.0,24.0,16.0,11,0,8,3,-32767
276184,2019-02-15,33.992984608057,-119.563143088989,2019,1,110.0,110.0,13.0,13.0,11,0,8,3,-32767
276248,2019-02-15,33.9921804832372,-119.562794221297,2019,1,110.0,110.0,13.0,13.0,11,0,8,3,-32767
278819,2019-02-15,34.332996092776,-119.561057380882,2019,1,1429.0,1429.0,180.0,180.0,5,0,4,1,-32767
278893,2019-02-15,34.048388510729,-119.552138188722,2019,1,115.0,115.0,14.0,14.0,11,0,6,5,-32767
280064,2019-02-15,33.9906591035792,-119.544889944958,2019,1,120.0,120.0,15.0,15.0,13,0,8,5,-32767
288514,2019-02-15,33.2149291809684,-119.477457547421,2019,1,289.0,289.0,36.0,36.0,5,0,2,3,-32767
289520,2019-02-15,33.2129582299386,-119.467747991099,2019,1,332.0,332.0,41.0,41.0,4,0,2,2,-32767
291587,2019-02-15,34.0119702881888,-119.440944167768,2019,1,179.0,179.0,24.0,24.0,12,0,6,6,-32767
291591,2019-02-15,34.0117064126778,-119.440611819937,2019,1,165.0,165.0,22.0,22.0,12,0,6,6,-32767
291592,2019-02-15,34.0119767335516,-119.44061955914,2019,1,314.0,214.0,41.0,28.0,12,0,6,6,-32767
291617,2019-02-15,34.009865694114,-119.437960841383,2019,1,149.0,149.0,20.0,20.0,14,0,8,6,-32767
291620,2019-02-15,34.0098721312552,-119.437636240041,2019,1,233.0,233.0,33.0,33.0,14,0,8,6,-32767
291649,2019-02-15,34.009910736136,-119.435688629825,2019,1,141.0,141.0,19.0,19.0,14,0,8,6,-32767
291793,2019-02-15,34.3509191009936,-119.438339665049,2019,1,116.0,116.0,15.0,15.0,13,0,6,7,-32767
291817,2019-02-15,34.3501341536359,-119.437012544528,2019,1,101.0,101.0,12.0,12.0,12,0,6,6,-32767
291818,2019-02-15,34.3504044603131,-119.437020371019,2019,1,84.0,84.0,10.0,10.0,13,0,6,7,-32767
292131,2019-02-15,34.3467174238276,-119.432022392597,2019,1,266.0,266.0,32.0,32.0,5,0,4,1,-32767
292162,2019-02-15,34.3467239007781,-119.431696497295,2019,1,121.0,121.0,15.0,15.0,11,0,5,6,-32767
292186,2019-02-15,34.3461897608964,-119.431354987425,2019,1,121.0,121.0,14.0,14.0,10,0,4,6,-32767
292189,2019-02-15,34.3470006848249,-119.431378409277,2019,1,110.0,110.0,13.0,13.0,11,0,5,6,-32767
292305,2019-02-15,34.3470330525753,-119.429748925468,2019,1,107.0,107.0,13.0,13.0,13,0,7,6,-32767
292888,2019-02-15,34.0040807599808,-119.402071293943,2019,1,390.0,264.0,53.0,36.0,13,0,6,7,-32767
292895,2019-02-15,34.004087101466,-119.401746705991,2019,1,107.0,107.0,13.0,13.0,13,0,6,7,-32767
292902,2019-02-15,34.0040934420958,-119.401422117937,2019,1,125.0,125.0,16.0,16.0,12,0,6,6,-32767
292959,2019-02-15,34.0023024649214,-119.396175523329,2019,1,86.0,86.0,10.0,10.0,12,0,6,6,-32767
292960,2019-02-15,34.0025727950917,-119.39618311902,2019,1,174.0,174.0,23.0,23.0,12,0,6,6,-32767
292972,2019-02-15,34.0026107364792,-119.394235615798,2019,1,316.0,316.0,45.0,45.0,12,0,6,6,-32767
292976,2019-02-15,34.0026170570498,-119.393911031573,2019,1,140.0,140.0,18.0,18.0,12,0,6,6,-32767
292989,2019-02-15,34.0023783161342,-119.392280525561,2019,1,152.0,152.0,20.0,20.0,13,0,7,6,-32767
292993,2019-02-15,34.0021206149485,-119.391623776631,2019,1,880.0,477.0,125.0,68.0,12,0,6,6,-32767
293000,2019-02-15,34.0024098844516,-119.390657605526,2019,1,70.0,70.0,8.0,8.0,13,0,7,6,-32767
293005,2019-02-15,34.0026928371754,-119.390016012992,2019,1,162.0,162.0,22.0,22.0,14,0,7,7,-32767
293008,2019-02-15,34.0029757867196,-119.38937441605,2019,1,200.0,200.0,28.0,28.0,14,0,7,7,-32767
293010,2019-02-15,34.003258733084,-119.388732814698,2019,1,217.0,217.0,30.0,30.0,14,0,7,7,-32767
293024,2019-02-15,34.003824616273,-119.387449598767,2019,1,184.0,184.0,25.0,25.0,12,0,6,6,-32767
293041,2019-02-15,34.0057295445519,-119.386853384864,2019,1,201.0,201.0,27.0,27.0,11,0,5,6,-32767
293047,2019-02-15,34.0060061780752,-119.386536353129,2019,1,217.0,217.0,29.0,29.0,11,0,5,6,-32767
293089,2019-02-15,34.0074019274073,-119.38430195434,2019,1,375.0,252.0,50.0,34.0,11,0,5,6,-32767
293122,2019-02-15,34.0079803507191,-119.382369430809,2019,1,190.0,190.0,25.0,25.0,11,0,5,6,-32767
293168,2019-02-15,34.0118718375203,-119.376956604862,2019,1,82.0,82.0,10.0,10.0,14,0,7,7,-32767
293254,2019-02-15,34.0128394979431,-119.36886352176,2019,1,174.0,174.0,23.0,23.0,11,0,4,7,-32767
293262,2019-02-15,34.0128457532115,-119.368538892619,2019,1,5078.0,899.0,626.0,100.0,12,0,5,7,-32767
293268,2019-02-15,34.0128520076241,-119.368214263378,2019,1,272.0,272.0,38.0,38.0,12,0,5,7,-32767
293318,2019-02-15,34.0131910855883,-119.364650833906,2019,1,398.0,268.0,54.0,36.0,12,0,5,7,-32767
293328,2019-02-15,34.0131973297946,-119.364326202437,2019,1,292.0,292.0,41.0,41.0,12,0,5,7,-32767
293591,2019-02-15,34.0165847583453,-119.356949348476,2019,1,135.0,135.0,18.0,18.0,14,0,7,7,-32767
293601,2019-02-15,34.0165909827674,-119.356624702285,2019,1,149.0,149.0,20.0,20.0,14,0,7,7,-32767
296012,2019-02-15,33.4645231276117,-119.035919741675,2019,1,877.0,877.0,126.0,126.0,5,0,2,3,-32767
296030,2019-02-15,33.4647988478152,-119.035603422561,2019,1,430.0,430.0,58.0,58.0,5,0,2,3,-32767
296048,2019-02-15,33.465074567275,-119.035287101446,2019,1,395.0,395.0,52.0,52.0,5,0,2,3,-32767
296056,2019-02-15,33.4869785309701,-119.035799515891,2019,1,758.0,758.0,106.0,106.0,4,0,2,2,-32767
296064,2019-02-15,33.4650798661172,-119.034964456603,2019,1,195.0,195.0,22.0,22.0,5,0,2,3,-32767
296065,2019-02-15,33.4653502859911,-119.034970778329,2019,1,583.0,583.0,81.0,81.0,5,0,2,3,-32767
296207,2019-02-15,33.4659387789841,-119.032079587636,2019,1,454.0,454.0,61.0,61.0,5,0,2,3,-32767
296842,2019-02-15,34.0630442312542,-118.993898348653,2019,1,247.0,247.0,33.0,33.0,8,0,3,5,-32767
296843,2019-02-15,34.0633146317415,-118.993904684162,2019,1,472.0,317.0,62.0,42.0,8,0,3,5,-32767
296847,2019-02-15,34.0630495035387,-118.993573446968,2019,1,181.0,181.0,23.0,23.0,8,0,3,5,-32767
296848,2019-02-15,34.0633199040793,-118.993579781447,2019,1,254.0,254.0,34.0,34.0,8,0,3,5,-32767
296849,2019-02-15,34.0635903046071,-118.993586116009,2019,1,203.0,203.0,26.0,26.0,8,0,3,5,-32767
296853,2019-02-15,34.0627843743582,-118.993242211836,2019,1,278.0,278.0,38.0,38.0,9,0,4,5,-32767
296861,2019-02-15,34.0627896448732,-118.992917311013,2019,1,486.0,318.0,64.0,42.0,8,0,3,5,-32767
296889,2019-02-15,34.0609126451665,-118.991898305717,2019,1,154.0,154.0,19.0,19.0,9,0,4,5,-32767
296890,2019-02-15,34.0611830460772,-118.991904634366,2019,1,145.0,145.0,18.0,18.0,10,0,5,5,-32767
296903,2019-02-15,34.0606475108993,-118.991567084235,2019,1,161.0,161.0,20.0,20.0,9,0,4,5,-32767
296904,2019-02-15,34.0609179118762,-118.99157341177,2019,1,452.0,309.0,60.0,41.0,9,0,4,5,-32767
296905,2019-02-15,34.0611883128402,-118.991579739389,2019,1,1376.0,341.0,182.0,47.0,10,0,5,5,-32767
296906,2019-02-15,34.0614587137912,-118.991586067093,2019,1,285.0,285.0,39.0,39.0,9,0,4,5,-32767
296917,2019-02-15,34.0601119745985,-118.99122953848,2019,1,995.0,402.0,134.0,55.0,9,0,4,5,-32767
296918,2019-02-15,34.0603823756546,-118.991235864815,2019,1,245.0,245.0,33.0,33.0,9,0,4,5,-32767
296919,2019-02-15,34.0606527766977,-118.991242191235,2019,1,304.0,304.0,42.0,42.0,9,0,4,5,-32767
296920,2019-02-15,34.0609231777279,-118.991248517739,2019,1,1708.0,455.0,234.0,63.0,9,0,4,5,-32767
296921,2019-02-15,34.0611935787451,-118.991254844328,2019,1,2035.0,556.0,284.0,79.0,9,0,4,5,-32767
296922,2019-02-15,34.0614639797493,-118.991261171001,2019,1,1891.0,506.0,262.0,71.0,9,0,4,5,-32767
296931,2019-02-15,34.0598468383101,-118.990898322236,2019,1,250.0,250.0,34.0,34.0,10,0,5,5,-32767
296932,2019-02-15,34.0601172394324,-118.990904647456,2019,1,1813.0,470.0,250.0,65.0,9,0,4,5,-32767
296933,2019-02-15,34.0603876405417,-118.990910972761,2019,1,2015.0,537.0,281.0,76.0,9,0,4,5,-32767
296934,2019-02-15,34.060658041638,-118.990917298151,2019,1,2398.0,522.0,335.0,75.0,9,0,4,5,-32767
296935,2019-02-15,34.0609284427215,-118.990923623624,2019,1,2476.0,533.0,347.0,76.0,9,0,4,5,-32767
296936,2019-02-15,34.0611988437919,-118.990929949182,2019,1,1673.0,377.0,224.0,53.0,9,0,4,5,-32767
296937,2019-02-15,34.0614692448494,-118.990936274824,2019,1,949.0,403.0,127.0,55.0,9,0,4,5,-32767
296938,2019-02-15,34.061739645894,-118.990942600551,2019,1,285.0,285.0,39.0,39.0,9,0,4,5,-32767
296947,2019-02-15,34.0598521022327,-118.990573432159,2019,1,864.0,298.0,112.0,39.0,10,0,5,5,-32767
296948,2019-02-15,34.0601225034082,-118.990579756349,2019,1,1421.0,389.0,190.0,53.0,9,0,4,5,-32767
296949,2019-02-15,34.0603929045707,-118.990586080623,2019,1,2424.0,506.0,339.0,72.0,9,0,4,5,-32767
